faculty,date,start_time,duration_min,subject,instructor,room,group,type,status
"Erasmus","2026-05-13","18:00","90","Collaboration with AI Chats","dr inż. M. Pawlik","A3","Lec","laboratoria","aktywne"
"Erasmus","2026-05-13","19:45","90","Collaboration with AI Chats","dr inż. M. Pawlik","19","L / P","laboratoria","aktywne"
"Erasmus","2026-05-14","11:00","90","Internet Technologies","dr inż. D. Grela","A2","Lec","laboratoria","aktywne"
"Erasmus","2026-05-15","09:15","90","Introduction to Modern Artificial Intelligence and Machine Learning","dr inż. M. Dudzik","202","Lec","laboratoria","aktywne"
"Erasmus","2026-05-15","11:00","90","Introduction to Modern Artificial Intelligence and Machine Learning","dr inż. M. Dudzik","202","L","laboratoria","aktywne"
"Erasmus","2026-05-18","12:45","90","Internet of Things (IoT) in applications","dr inż. P. Król","9","Lec","laboratoria","aktywne"
"Erasmus","2026-05-18","14:30","90","Internet of Things (IoT) in applications","dr inż. P. Król","201","L / P","laboratoria","aktywne"
"Erasmus","2026-05-18","16:15","135","Digital Signal Processing","prof. M. Jaraczewski","13","L / P","laboratoria","aktywne"
"Erasmus","2026-05-19","11:00","90","Engneering Graphics and Design","prof. Ł. Ścisło","9","Lec","laboratoria","aktywne"
"Erasmus","2026-05-19","12:45","90","Engneering Graphics and Design","prof. Ł. Ścisło","11","Lab","laboratoria","aktywne"
"Erasmus","2026-05-19","14:30","90","Engneering Graphics and Design","prof. Ł. Ścisło","11","P","laboratoria","aktywne"
"Erasmus","2026-05-19","16:15","90","Computer Networks","dr inż. P. Król","A3","Lec","laboratoria","aktywne"
"Erasmus","2026-05-19","18:00","90","Computer Networks","dr inż. P. Król","202","L / P","laboratoria","aktywne"
"Erasmus","2026-05-19","19:45","90","AI in databases and data analysis","mgr inż. K. Czajkowski","202","L / P","laboratoria","aktywne"
"Erasmus","2026-05-20","11:45","90","Internet Technologies","dr inż. D. Grela","19","L / P","laboratoria","aktywne"
"Erasmus","2026-05-20","19:45","90","Collaboration with AI Chats","dr inż. M. Pawlik","19","L / P","laboratoria","aktywne"
"Erasmus","2026-05-22","09:15","180","Introduction to Modern Artificial Intelligence and Machine Learning","dr inż. M. Dudzik","202","L","laboratoria","aktywne"
"Erasmus","2026-05-24","07:00","900","Zielone Świątki","Brak","-","Wszystkie grupy","święto","wolne"
"Erasmus","2026-05-25","14:30","90","Internet of Things (IoT) in applications","dr inż. P. Król","201","L / P","laboratoria","aktywne"
"Erasmus","2026-05-25","16:15","135","Digital Signal Processing","prof. M. Jaraczewski","13","L / P","laboratoria","aktywne"
"Erasmus","2026-05-26","12:45","90","Engneering Graphics and Design","prof. Ł. Ścisło","11","Lab","laboratoria","aktywne"
"Erasmus","2026-05-26","18:00","90","Computer Networks","dr inż. P. Król","202","L / P","laboratoria","aktywne"
"Erasmus","2026-05-26","19:45","90","AI in databases and data analysis","mgr inż. K. Czajkowski","202","L / P","laboratoria","aktywne"
"Erasmus","2026-05-27","11:45","90","Internet Technologies","dr inż. D. Grela","19","L / P","laboratoria","aktywne"
"Erasmus","2026-05-27","19:45","90","Collaboration with AI Chats","dr inż. M. Pawlik","19","L / P","laboratoria","aktywne"
"Erasmus","2026-05-29","09:15","90","Introduction to Modern Artificial Intelligence and Machine Learning","dr inż. M. Dudzik","202","Lec","laboratoria","aktywne"
"Erasmus","2026-05-29","11:00","135","Introduction to Modern Artificial Intelligence and Machine Learning","dr inż. M. Dudzik","202","L","laboratoria","aktywne"
"Erasmus","2026-06-01","14:30","90","Internet of Things (IoT) in applications","dr inż. P. Król","201","L / P","laboratoria","aktywne"
"Erasmus","2026-06-01","16:15","90","Digital Signal Processing","prof. M. Jaraczewski","13","L / P","laboratoria","aktywne"
"Erasmus","2026-06-02","12:45","90","Engneering Graphics and Design","prof. Ł. Ścisło","11","Lab","laboratoria","aktywne"
"Erasmus","2026-06-02","18:00","90","Computer Networks","dr inż. P. Król","202","L / P","laboratoria","aktywne"
"Erasmus","2026-06-02","19:45","90","AI in databases and data analysis","mgr inż. K. Czajkowski","202","L / P","laboratoria","aktywne"
"Erasmus","2026-06-03","11:45","45","Internet Technologies","dr inż. D. Grela","19","L / P","laboratoria","aktywne"
"Erasmus","2026-06-03","19:45","45","Collaboration with AI Chats","dr inż. M. Pawlik","19","L / P","laboratoria","aktywne"
"Erasmus","2026-06-04","07:00","900","Boże Ciało","Brak","-","Wszystkie grupy","święto","wolne"
"Erasmus","2026-06-05","07:00","900","Boże Ciało","Brak","-","Wszystkie grupy","święto","wolne"
"Erasmus","2026-06-08","14:30","45","Internet of Things (IoT) in applications","dr inż. P. Król","201","L / P","laboratoria","aktywne"
"Erasmus","2026-06-09","12:45","90","Engneering Graphics and Design","prof. Ł. Ścisło","11","Lab","laboratoria","aktywne"
"Erasmus","2026-06-09","18:00","45","Computer Networks","dr inż. P. Król","202","L / P","laboratoria","aktywne"
"Erasmus","2026-06-09","19:45","45","AI in databases and data analysis","mgr inż. K. Czajkowski","202","L / P","laboratoria","aktywne"
"Erasmus","2026-06-16","12:45","45","Engneering Graphics and Design","prof. Ł. Ścisło","11","Lab","laboratoria","aktywne"
"Its1","2026-02-23","09:15","90","Technologie IoT","dr inż. P. Król","201","W","wykład","aktywne"
"Its1","2026-02-23","11:00","90","Technologie IoT","dr inż. P. Król","201","Lk1","laboratoria","aktywne"
"Its1","2026-02-23","12:45","90","Inżynieria materiałowa w Infotronice","dr inż. S. Bartel / mgr inż. K. Sołtys","10","W","wykład","aktywne"
"Its1","2026-02-23","14:30","180","LabVIEW w sterowaniu systemów mechatronicznych","mgr inż. K. Sołtys","12","Lk1","laboratoria","aktywne"
"Its1","2026-02-24","09:15","90","Język niemiecki","mgr E. Targosz","150SJO","Lek","laboratoria","aktywne"
"Its1","2026-02-24","09:15","90","Język angielski","mgr E. Szabat","9","Lek1","laboratoria","aktywne"
"Its1","2026-02-24","12:45","90","LabVIEW w sterowaniu systemów mechatronicznych","dr inż. T. Makowski / mgr inż. J. Zielonka","WA2","L1","laboratoria","aktywne"
"Its1","2026-02-24","14:30","90","Sensory w układach automatyki i robotyki","prof. K. Tomczyk / dr inż. M. Sieja","208B","L1","laboratoria","aktywne"
"Its1","2026-02-24","16:15","90","Sensory w układach automatyki i robotyki","prof. K. Tomczyk","A1","W","wykład","aktywne"
"Its1","2026-02-25","10:00","135","Sterowanie i programowanie robotów stacjonarnych","dr inż. M. Sieja","11","L1","laboratoria","aktywne"
"Its1","2026-02-25","12:30","90","Metody komputerowe w analizie i syntezie układów mechatronicznych","mgr inż. P. Tofilski","13","Lk1","laboratoria","aktywne"
"Its1","2026-02-26","09:15","90","Zintegrowane systemy sterowania w budownictwie","dr inż. A. Romańska","A2","W","wykład","aktywne"
"Its1","2026-02-26","11:00","90","Zintegrowane systemy sterowania w budownictwie","dr inż. A. Romańska","WA201","L1","laboratoria","aktywne"
"Its1","2026-02-26","12:45","135","Historyczne i filozoficzne aspekty techniki","prof. K. Kluszczyński","9","W","wykład","aktywne"
"Its1","2026-02-26","16:45","90","Jednostki sterujące systemów mechatronicznych i ich programowanie","dr inż. K. Suchenia","A3","W","wykład","aktywne"
"Its1","2026-02-26","18:30","90","Jednostki sterujące systemów mechatronicznych i ich programowanie","dr inż. K. Suchenia","208E","L1","laboratoria","aktywne"
"Its1","2026-02-27","07:30","90","Wbudowane systemy sterowania","dr inż. D. Dorota","A3","W","wykład","aktywne"
"Its1","2026-02-27","09:15","90","Wbudowane systemy sterowania","dr inż. D. Dorota","208G","L1","laboratoria","aktywne"
"Its1","2026-02-27","14:15","90","Wybrane metody obliczeniowe inżynierii","prof. V. Samotyy","10","W","wykład","aktywne"
"Its1","2026-03-02","11:00","90","Technologie IoT","dr inż. P. Król","201","Lk1","laboratoria","aktywne"
"Its1","2026-03-02","12:45","90","Inżynieria materiałowa w Infotronice","dr inż. S. Bartel / mgr inż. K. Sołtys","10","W","wykład","aktywne"
"Its1","2026-03-03","09:15","90","Język niemiecki","mgr E. Targosz","150SJO","Lek","laboratoria","aktywne"
"Its1","2026-03-03","09:15","90","Język angielski","mgr E. Szabat","9","Lek1","laboratoria","aktywne"
"Its1","2026-03-03","12:45","90","LabVIEW w sterowaniu systemów mechatronicznych","dr inż. T. Makowski / mgr inż. J. Zielonka","WA2","L1","laboratoria","aktywne"
"Its1","2026-03-03","14:30","90","Sensory w układach automatyki i robotyki","prof. K. Tomczyk","208B","P1","laboratoria","aktywne"
"Its1","2026-03-03","16:15","90","Sterowanie i programowanie robotów stacjonarnych","dr inż. M. Sieja","A1","W","wykład","aktywne"
"Its1","2026-03-04","10:00","135","Sterowanie i programowanie robotów stacjonarnych","dr inż. M. Sieja","11","L1","laboratoria","aktywne"
"Its1","2026-03-04","12:30","90","Metody komputerowe w analizie i syntezie układów mechatronicznych","mgr inż. P. Tofilski","13","Lk1","laboratoria","aktywne"
"Its1","2026-03-05","12:45","135","Historyczne i filozoficzne aspekty techniki","prof. K. Kluszczyński","9","W","wykład","aktywne"
"Its1","2026-03-05","16:45","90","Metody komputerowe w analizie i syntezie układów mechatronicznych","dr inż. S. Bartel / mgr inż. P. Tofilski","10","W","wykład","aktywne"
"Its1","2026-03-05","18:30","90","Jednostki sterujące systemów mechatronicznych i ich programowanie","dr inż. K. Suchenia","208E","L1","laboratoria","aktywne"
"Its1","2026-03-06","09:15","90","Skanowanie, obrazowanie i szybkie prototypowanie elemntów mechatroniki","dr inż. Z. Pilch / mgr inż. M. Gibas","WA203","L1","laboratoria","aktywne"
"Its1","2026-03-06","11:00","90","Skanowanie, obrazowanie i szybkie prototypowanie elemntów mechatroniki","dr inż. Z. Pilch / mgr inż. M. Gibas","WA203","Lk1","laboratoria","aktywne"
"Its1","2026-03-06","12:45","90","Skanowanie, obrazowanie i szybkie prototypowanie elemntów mechatroniki","dr inż. Z. Pilch","9","W","wykład","aktywne"
"Its1","2026-03-09","09:15","90","Technologie IoT","dr inż. P. Król","201","W","wykład","aktywne"
"Its1","2026-03-09","11:00","90","Technologie IoT","dr inż. P. Król","201","Lk1","laboratoria","aktywne"
"Its1","2026-03-09","12:45","90","Inżynieria materiałowa w Infotronice","dr inż. S. Bartel / mgr inż. K. Sołtys","10","W","wykład","aktywne"
"Its1","2026-03-09","14:30","225","LabVIEW w sterowaniu systemów mechatronicznych","mgr inż. K. Sołtys","12","Lk1","laboratoria","aktywne"
"Its1","2026-03-10","09:15","90","Język niemiecki","mgr E. Targosz","150SJO","Lek","laboratoria","aktywne"
"Its1","2026-03-10","09:15","90","Język angielski","mgr E. Szabat","9","Lek1","laboratoria","aktywne"
"Its1","2026-03-10","12:45","90","LabVIEW w sterowaniu systemów mechatronicznych","dr inż. T. Makowski / mgr inż. J. Zielonka","WA2","L1","laboratoria","aktywne"
"Its1","2026-03-10","14:30","90","Sensory w układach automatyki i robotyki","prof. K. Tomczyk / dr inż. M. Sieja","208B","L1","laboratoria","aktywne"
"Its1","2026-03-10","16:15","90","Sensory w układach automatyki i robotyki","prof. K. Tomczyk","A1","W","wykład","aktywne"
"Its1","2026-03-11","10:00","135","Sterowanie i programowanie robotów stacjonarnych","dr inż. M. Sieja","11","L1","laboratoria","aktywne"
"Its1","2026-03-11","12:30","90","Metody komputerowe w analizie i syntezie układów mechatronicznych","mgr inż. P. Tofilski","13","Lk1","laboratoria","aktywne"
"Its1","2026-03-12","09:15","90","Zintegrowane systemy sterowania w budownictwie","dr inż. A. Romańska","A2","W","wykład","aktywne"
"Its1","2026-03-12","11:00","90","Zintegrowane systemy sterowania w budownictwie","dr inż. A. Romańska","WA201","L1","laboratoria","aktywne"
"Its1","2026-03-12","12:45","135","Historyczne i filozoficzne aspekty techniki","prof. K. Kluszczyński","9","W","wykład","aktywne"
"Its1","2026-03-12","16:45","90","Jednostki sterujące systemów mechatronicznych i ich programowanie","dr inż. K. Suchenia","A3","W","wykład","aktywne"
"Its1","2026-03-12","18:30","90","Jednostki sterujące systemów mechatronicznych i ich programowanie","dr inż. K. Suchenia","208E","L1","laboratoria","aktywne"
"Its1","2026-03-13","07:30","90","Wbudowane systemy sterowania","dr inż. D. Dorota","A3","W","wykład","aktywne"
"Its1","2026-03-13","09:15","90","Wbudowane systemy sterowania","dr inż. D. Dorota","208G","L1","laboratoria","aktywne"
"Its1","2026-03-13","14:15","90","Wybrane metody obliczeniowe inżynierii","prof. V. Samotyy","10","W","wykład","aktywne"
"Its1","2026-03-16","11:00","90","Technologie IoT","dr inż. P. Król","201","Lk1","laboratoria","aktywne"
"Its1","2026-03-16","12:45","90","Inżynieria materiałowa w Infotronice","dr inż. S. Bartel / mgr inż. K. Sołtys","10","W","wykład","aktywne"
"Its1","2026-03-17","09:15","90","Język niemiecki","mgr E. Targosz","150SJO","Lek","laboratoria","aktywne"
"Its1","2026-03-17","09:15","90","Język angielski","mgr E. Szabat","9","Lek1","laboratoria","aktywne"
"Its1","2026-03-17","12:45","90","LabVIEW w sterowaniu systemów mechatronicznych","dr inż. T. Makowski / mgr inż. J. Zielonka","WA2","L1","laboratoria","aktywne"
"Its1","2026-03-17","14:30","90","Sensory w układach automatyki i robotyki","prof. K. Tomczyk","208B","P1","laboratoria","aktywne"
"Its1","2026-03-17","16:15","90","Sterowanie i programowanie robotów stacjonarnych","dr inż. M. Sieja","A1","W","wykład","aktywne"
"Its1","2026-03-18","10:00","135","Sterowanie i programowanie robotów stacjonarnych","dr inż. M. Sieja","11","L1","laboratoria","aktywne"
"Its1","2026-03-18","12:30","90","Metody komputerowe w analizie i syntezie układów mechatronicznych","mgr inż. P. Tofilski","13","Lk1","laboratoria","aktywne"
"Its1","2026-03-19","12:45","135","Historyczne i filozoficzne aspekty techniki","prof. K. Kluszczyński","9","W","wykład","aktywne"
"Its1","2026-03-19","16:45","90","Metody komputerowe w analizie i syntezie układów mechatronicznych","dr inż. S. Bartel / mgr inż. P. Tofilski","10","W","wykład","aktywne"
"Its1","2026-03-19","18:30","90","Jednostki sterujące systemów mechatronicznych i ich programowanie","dr inż. K. Suchenia","208E","L1","laboratoria","aktywne"
"Its1","2026-03-20","09:15","90","Skanowanie, obrazowanie i szybkie prototypowanie elemntów mechatroniki","dr inż. Z. Pilch / mgr inż. M. Gibas","WA203","L1","laboratoria","aktywne"
"Its1","2026-03-20","11:00","90","Skanowanie, obrazowanie i szybkie prototypowanie elemntów mechatroniki","dr inż. Z. Pilch / mgr inż. M. Gibas","WA203","Lk1","laboratoria","aktywne"
"Its1","2026-03-20","12:45","90","Skanowanie, obrazowanie i szybkie prototypowanie elemntów mechatroniki","dr inż. Z. Pilch","9","W","wykład","aktywne"
"Its1","2026-03-23","09:15","90","Technologie IoT","dr inż. P. Król","201","W","wykład","aktywne"
"Its1","2026-03-23","11:00","90","Technologie IoT","dr inż. P. Król","201","Lk1","laboratoria","aktywne"
"Its1","2026-03-23","12:45","90","Inżynieria materiałowa w Infotronice","dr inż. S. Bartel / mgr inż. K. Sołtys","10","W","wykład","aktywne"
"Its1","2026-03-23","14:30","225","LabVIEW w sterowaniu systemów mechatronicznych","mgr inż. K. Sołtys","12","Lk1","laboratoria","aktywne"
"Its1","2026-03-24","09:15","90","Język niemiecki","mgr E. Targosz","150SJO","Lek","laboratoria","aktywne"
"Its1","2026-03-24","09:15","90","Język angielski","mgr E. Szabat","9","Lek1","laboratoria","aktywne"
"Its1","2026-03-24","12:45","90","LabVIEW w sterowaniu systemów mechatronicznych","dr inż. T. Makowski / mgr inż. J. Zielonka","WA2","L1","laboratoria","aktywne"
"Its1","2026-03-24","14:30","90","Sensory w układach automatyki i robotyki","prof. K. Tomczyk / dr inż. M. Sieja","208B","L1","laboratoria","aktywne"
"Its1","2026-03-24","16:15","90","Sensory w układach automatyki i robotyki","prof. K. Tomczyk","A1","W","wykład","aktywne"
"Its1","2026-03-25","10:00","135","Sterowanie i programowanie robotów stacjonarnych","dr inż. M. Sieja","11","L1","laboratoria","aktywne"
"Its1","2026-03-25","12:30","90","Metody komputerowe w analizie i syntezie układów mechatronicznych","mgr inż. P. Tofilski","13","Lk1","laboratoria","aktywne"
"Its1","2026-03-26","09:15","90","Zintegrowane systemy sterowania w budownictwie","dr inż. A. Romańska","A2","W","wykład","aktywne"
"Its1","2026-03-26","11:00","90","Zintegrowane systemy sterowania w budownictwie","dr inż. A. Romańska","WA201","L1","laboratoria","aktywne"
"Its1","2026-03-26","12:45","135","Historyczne i filozoficzne aspekty techniki","prof. K. Kluszczyński","9","W","wykład","aktywne"
"Its1","2026-03-26","16:45","90","Jednostki sterujące systemów mechatronicznych i ich programowanie","dr inż. K. Suchenia","A3","W","wykład","aktywne"
"Its1","2026-03-26","18:30","90","Jednostki sterujące systemów mechatronicznych i ich programowanie","dr inż. K. Suchenia","208E","L1","laboratoria","aktywne"
"Its1","2026-03-27","07:30","90","Wbudowane systemy sterowania","dr inż. D. Dorota","A3","W","wykład","aktywne"
"Its1","2026-03-27","09:15","90","Wbudowane systemy sterowania","dr inż. D. Dorota","208G","L1","laboratoria","aktywne"
"Its1","2026-03-27","14:15","90","Wybrane metody obliczeniowe inżynierii","prof. V. Samotyy","10","W","wykład","aktywne"
"Its1","2026-03-30","11:00","90","Technologie IoT","dr inż. P. Król","201","Lk1","laboratoria","aktywne"
"Its1","2026-03-30","12:45","90","Inżynieria materiałowa w Infotronice","dr inż. S. Bartel / mgr inż. K. Sołtys","10","W","wykład","aktywne"
"Its1","2026-03-31","09:15","90","Język niemiecki","mgr E. Targosz","150SJO","Lek","laboratoria","aktywne"
"Its1","2026-03-31","09:15","90","Język angielski","mgr E. Szabat","9","Lek1","laboratoria","aktywne"
"Its1","2026-03-31","12:45","90","LabVIEW w sterowaniu systemów mechatronicznych","dr inż. T. Makowski / mgr inż. J. Zielonka","WA2","L1","laboratoria","aktywne"
"Its1","2026-03-31","14:30","90","Sensory w układach automatyki i robotyki","prof. K. Tomczyk","208B","P1","laboratoria","aktywne"
"Its1","2026-03-31","16:15","45","Sterowanie i programowanie robotów stacjonarnych","dr inż. M. Sieja","A1","W","wykład","aktywne"
"Its1","2026-04-01","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"Its1","2026-04-02","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"Its1","2026-04-03","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"Its1","2026-04-04","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"Its1","2026-04-05","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"Its1","2026-04-06","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"Its1","2026-04-07","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"Its1","2026-04-08","10:00","135","Sterowanie i programowanie robotów stacjonarnych","dr inż. M. Sieja","11","L1","laboratoria","aktywne"
"Its1","2026-04-08","12:30","90","Metody komputerowe w analizie i syntezie układów mechatronicznych","mgr inż. P. Tofilski","13","Lk1","laboratoria","aktywne"
"Its1","2026-04-09","09:15","90","Zintegrowane systemy sterowania w budownictwie","dr inż. A. Romańska","A2","W","wykład","aktywne"
"Its1","2026-04-09","11:00","90","Zintegrowane systemy sterowania w budownictwie","dr inż. A. Romańska","WA201","L1","laboratoria","aktywne"
"Its1","2026-04-09","12:45","135","Historyczne i filozoficzne aspekty techniki","prof. K. Kluszczyński","9","W","wykład","aktywne"
"Its1","2026-04-09","16:45","90","Jednostki sterujące systemów mechatronicznych i ich programowanie","dr inż. K. Suchenia","A3","W","wykład","aktywne"
"Its1","2026-04-09","18:30","90","Jednostki sterujące systemów mechatronicznych i ich programowanie","dr inż. K. Suchenia","208E","L1","laboratoria","aktywne"
"Its1","2026-04-10","07:30","90","Wbudowane systemy sterowania","dr inż. D. Dorota","A3","W","wykład","aktywne"
"Its1","2026-04-10","09:15","90","Wbudowane systemy sterowania","dr inż. D. Dorota","208G","L1","laboratoria","aktywne"
"Its1","2026-04-10","14:15","90","Wybrane metody obliczeniowe inżynierii","prof. V. Samotyy","10","W","wykład","aktywne"
"Its1","2026-04-13","11:00","90","Technologie IoT","dr inż. P. Król","201","Lk1","laboratoria","aktywne"
"Its1","2026-04-13","12:45","90","Inżynieria materiałowa w Infotronice","dr inż. S. Bartel / mgr inż. K. Sołtys","10","W","wykład","aktywne"
"Its1","2026-04-14","09:15","90","Język niemiecki","mgr E. Targosz","150SJO","Lek","laboratoria","aktywne"
"Its1","2026-04-14","09:15","90","Język angielski","mgr E. Szabat","9","Lek1","laboratoria","aktywne"
"Its1","2026-04-14","12:45","90","LabVIEW w sterowaniu systemów mechatronicznych","dr inż. T. Makowski / mgr inż. J. Zielonka","WA2","L1","laboratoria","aktywne"
"Its1","2026-04-14","14:30","90","Sensory w układach automatyki i robotyki","prof. K. Tomczyk","208B","P1","laboratoria","aktywne"
"Its1","2026-04-15","10:00","135","Sterowanie i programowanie robotów stacjonarnych","dr inż. M. Sieja","11","L1","laboratoria","aktywne"
"Its1","2026-04-15","12:30","90","Metody komputerowe w analizie i syntezie układów mechatronicznych","mgr inż. P. Tofilski","13","Lk1","laboratoria","aktywne"
"Its1","2026-04-16","12:45","135","Historyczne i filozoficzne aspekty techniki","prof. K. Kluszczyński","9","W","wykład","aktywne"
"Its1","2026-04-16","16:45","90","Metody komputerowe w analizie i syntezie układów mechatronicznych","dr inż. S. Bartel / mgr inż. P. Tofilski","10","W","wykład","aktywne"
"Its1","2026-04-16","18:30","90","Jednostki sterujące systemów mechatronicznych i ich programowanie","dr inż. K. Suchenia","208E","L1","laboratoria","aktywne"
"Its1","2026-04-17","08:30","135","Skanowanie, obrazowanie i szybkie prototypowanie elemntów mechatroniki","dr inż. Z. Pilch / mgr inż. M. Gibas","WA203","L1","laboratoria","aktywne"
"Its1","2026-04-17","11:00","90","Skanowanie, obrazowanie i szybkie prototypowanie elemntów mechatroniki","dr inż. Z. Pilch / mgr inż. M. Gibas","WA203","Lk1","laboratoria","aktywne"
"Its1","2026-04-17","12:45","90","Skanowanie, obrazowanie i szybkie prototypowanie elemntów mechatroniki","dr inż. Z. Pilch","9","W","wykład","aktywne"
"Its1","2026-04-20","09:15","90","Technologie IoT","dr inż. P. Król","201","W","wykład","aktywne"
"Its1","2026-04-20","11:00","90","Technologie IoT","dr inż. P. Król","201","Lk1","laboratoria","aktywne"
"Its1","2026-04-20","12:45","90","Inżynieria materiałowa w Infotronice","dr inż. S. Bartel / mgr inż. K. Sołtys","10","W","wykład","aktywne"
"Its1","2026-04-20","14:30","180","LabVIEW w sterowaniu systemów mechatronicznych","mgr inż. K. Sołtys","12","Lk1","laboratoria","aktywne"
"Its1","2026-04-21","09:15","90","Język niemiecki","mgr E. Targosz","150SJO","Lek","laboratoria","aktywne"
"Its1","2026-04-21","09:15","90","Język angielski","mgr E. Szabat","9","Lek1","laboratoria","aktywne"
"Its1","2026-04-21","12:45","90","LabVIEW w sterowaniu systemów mechatronicznych","dr inż. T. Makowski / mgr inż. J. Zielonka","WA2","L1","laboratoria","aktywne"
"Its1","2026-04-21","14:30","90","Sensory w układach automatyki i robotyki","prof. K. Tomczyk / dr inż. M. Sieja","208B","L1","laboratoria","aktywne"
"Its1","2026-04-21","16:15","90","Sensory w układach automatyki i robotyki","prof. K. Tomczyk","A1","W","wykład","aktywne"
"Its1","2026-04-22","10:00","135","Sterowanie i programowanie robotów stacjonarnych","dr inż. M. Sieja","11","L1","laboratoria","aktywne"
"Its1","2026-04-23","09:15","90","Zintegrowane systemy sterowania w budownictwie","dr inż. A. Romańska","A2","W","wykład","aktywne"
"Its1","2026-04-23","11:00","90","Zintegrowane systemy sterowania w budownictwie","dr inż. A. Romańska","WA201","L1","laboratoria","aktywne"
"Its1","2026-04-23","12:45","135","Historyczne i filozoficzne aspekty techniki","prof. K. Kluszczyński","9","W","wykład","aktywne"
"Its1","2026-04-23","16:45","90","Jednostki sterujące systemów mechatronicznych i ich programowanie","dr inż. K. Suchenia","A3","W","wykład","aktywne"
"Its1","2026-04-23","18:30","90","Jednostki sterujące systemów mechatronicznych i ich programowanie","dr inż. K. Suchenia","208E","L1","laboratoria","aktywne"
"Its1","2026-04-24","07:30","90","Wbudowane systemy sterowania","dr inż. D. Dorota","A3","W","wykład","aktywne"
"Its1","2026-04-24","09:15","90","Wbudowane systemy sterowania","dr inż. D. Dorota","208G","L1","laboratoria","aktywne"
"Its1","2026-04-24","14:15","90","Wybrane metody obliczeniowe inżynierii","prof. V. Samotyy","10","W","wykład","aktywne"
"Its1","2026-04-27","11:00","90","Technologie IoT","dr inż. P. Król","201","Lk1","laboratoria","aktywne"
"Its1","2026-04-28","09:15","90","Język niemiecki","mgr E. Targosz","150SJO","Lek","laboratoria","aktywne"
"Its1","2026-04-28","09:15","90","Język angielski","mgr E. Szabat","9","Lek1","laboratoria","aktywne"
"Its1","2026-04-28","12:45","90","LabVIEW w sterowaniu systemów mechatronicznych","dr inż. T. Makowski / mgr inż. J. Zielonka","WA2","L1","laboratoria","aktywne"
"Its1","2026-04-28","14:30","90","Sensory w układach automatyki i robotyki","prof. K. Tomczyk","208B","P1","laboratoria","aktywne"
"Its1","2026-04-29","10:00","135","Sterowanie i programowanie robotów stacjonarnych","dr inż. M. Sieja","11","L1","laboratoria","aktywne"
"Its1","2026-04-30","12:45","135","Historyczne i filozoficzne aspekty techniki","prof. K. Kluszczyński","9","W","wykład","aktywne"
"Its1","2026-04-30","16:45","90","Metody komputerowe w analizie i syntezie układów mechatronicznych","dr inż. S. Bartel / mgr inż. P. Tofilski","10","W","wykład","aktywne"
"Its1","2026-04-30","18:30","90","Jednostki sterujące systemów mechatronicznych i ich programowanie","dr inż. K. Suchenia","208E","L1","laboratoria","aktywne"
"Its1","2026-05-01","07:00","900","Majówka","Brak","-","Wszystkie grupy","święto","wolne"
"Its1","2026-05-02","07:00","900","Majówka","Brak","-","Wszystkie grupy","święto","wolne"
"Its1","2026-05-03","07:00","900","Majówka","Brak","-","Wszystkie grupy","święto","wolne"
"Its1","2026-05-04","07:00","900","Majówka","Brak","-","Wszystkie grupy","święto","wolne"
"Its1","2026-05-05","09:15","90","Język niemiecki","mgr E. Targosz","150SJO","Lek","laboratoria","aktywne"
"Its1","2026-05-05","09:15","90","Język angielski","mgr E. Szabat","9","Lek1","laboratoria","aktywne"
"Its1","2026-05-05","12:45","90","LabVIEW w sterowaniu systemów mechatronicznych","dr inż. T. Makowski / mgr inż. J. Zielonka","WA2","L1","laboratoria","aktywne"
"Its1","2026-05-05","14:30","90","Sensory w układach automatyki i robotyki","prof. K. Tomczyk / dr inż. M. Sieja","208B","L1","laboratoria","aktywne"
"Its1","2026-05-05","16:15","90","Sensory w układach automatyki i robotyki","prof. K. Tomczyk","A1","W","wykład","aktywne"
"Its1","2026-05-06","10:00","135","Sterowanie i programowanie robotów stacjonarnych","dr inż. M. Sieja","11","L1","laboratoria","aktywne"
"Its1","2026-05-07","11:00","90","Zintegrowane systemy sterowania w budownictwie","dr inż. A. Romańska","WA201","L1","laboratoria","aktywne"
"Its1","2026-05-07","12:45","135","Historyczne i filozoficzne aspekty techniki","prof. K. Kluszczyński","9","W","wykład","aktywne"
"Its1","2026-05-07","16:45","90","Jednostki sterujące systemów mechatronicznych i ich programowanie","dr inż. K. Suchenia","A3","W","wykład","aktywne"
"Its1","2026-05-07","18:30","90","Jednostki sterujące systemów mechatronicznych i ich programowanie","dr inż. K. Suchenia","208E","L1","laboratoria","aktywne"
"Its1","2026-05-08","08:30","135","Wbudowane systemy sterowania","dr inż. D. Dorota","208G","L1","laboratoria","aktywne"
"Its1","2026-05-08","14:15","90","Wybrane metody obliczeniowe inżynierii","prof. V. Samotyy","10","W","wykład","aktywne"
